word,subject,interpretation,example_portuguese_sentence,example_libras_sentence,grammar_class,word_origin,video_link,image_link,hand_image_link
INGLÊS1,NENHUM,Pessoa que nasce na Inglaterra.,Eu tenho um amigo inglês.,EU TER AMIGO INGLÊS.,ADJETIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/inglesSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/inglesSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg18a.jpg
INGLES2,NENHUM,Idioma falado na Inglaterra e nos Estados Unidos.,Meu filho sabe falar inglês.,FILH@ ME@ SABER FALAR INGLÊS.,SUBSTANTIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/ingles2Sm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/ingles2Sm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg18a.jpg
INGRESSAR,NENHUM,Passar a pertencer; entrar; tornar-se participante.,Eu ingressei no grupo que divulga a prevenção das drogas.,EU INGRESSAR GRUPO DIVULGAR PREVENÇÃO DROGAS.,VERBO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/ingressarSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/ingressarSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg32.jpg
INGRESSO,NUMERAL/DINHEIRO,"Bilhete que dá direito a entrar em cinema, teatro e em outros eventos que exigem retribuição.",Você precisa comprar os ingressos para o teatro com antecedência.,VOCÊ PRECISAR COMPRAR TEATRO INGRESSO ANTES.,SUBSTANTIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/ingressoSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/ingressoSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg18a.jpg
INÍCIO,NENHUM,Começo; princípio; ponto de partida.,"O início do filme foi ótimo e teve mais emoção, mas no final nada aconteceu.",FILME INÍCIO ÓTIM@ EMOÇÃO FINAL N-A-D-A.,SUBSTANTIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/inicioSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/inicioSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg53a.jpg
INIMIGO,NENHUM,O que não é amigo; aquele que dedica ou recebe ódio de outro; oponente ou adversário hostil.,Meu pai e meu tio brigaram e agora são inimigos.,ME@ P-A-I BRIGAR TI@ AGORA INIMIG@ JÁ.,ADJETIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/inimigoSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/inimigoSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg34.jpg
INJEÇÃO,HIGIENE/SAÚDE,"Peça composta por seringa e agulha, com que se introduz algum líquido no corpo.",Eu detesto tomar injeção.,EU DETESTAR TOMAR-INJEÇÃO.,SUBSTANTIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/injecaoSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/injecaoSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg09.jpg
INJETAR,NENHUM,"Introduzir, com a seringa, qualquer líquido no corpo, através dos músculos ou veias.",O médico não sabe injetar bem e estou preocupado.,MÉDICO SABER-NÃO INJETAR EU PREOCUPAD@.,VERBO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/injetarSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/injetarSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg29a.jpg
INOCENTE,NENHUM,Aquele que não tem culpa.,"Coitado dele, a polícia o prendeu, mas ele é inocente.","COITAD@ EL@, POLÍCA PRENDER EL@ INOCENTE.",ADJETIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/inocenteSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/inocenteSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg49.jpg
INODORO,NENHUM,O que não tem cheiro.,"Ontem, comprei um desodorante inodoro para evitar a alergia.",ONTEM COMPRAR DESODORANTE TER-NÃO CHEIRO EVITAR ALERGIA.,ADJETIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/inodoroSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/inodoroSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg57.jpg
INOFENSIVO,NENHUM,O que não faz mal; não machuca nem fere.,"Não há perigo nem precisa ter medo, a borboleta é inofensiva.","BORBOLETA, TER-NÃO PERIGO NÃO PRECISAR-NÃO MEDO.",ADJETIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/inofensivoSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/inofensivoSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg14.jpg
INQUÉRITO,NENHUM,Conjunto de procedimentos que visa apurar uma ocorrência.,Roubaram meu carro na escola e eu vou pedir à polícia para abrir um inquérito.,ME@ CARRO ROUBAR CASA^ESTUDO EU PEDIR POLÍCIA INQUÉRITO.,SUBSTANTIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/inqueritoSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/inqueritoSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg14.jpg
INSANO,NENHUM,Doente mental; demente; louco.,"Aquele homem de camisa verde é insano, quer suicidar-se.",AQUEL@ HOMEM CAMISA VERDE INSANO QUERER SUICIDAR.,ADJETIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/insanoSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/insanoSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg14.jpg
INSCREVER,NENHUM,"Incluir o nome entre os que irão participar de alguma atividade, como curso, concurso, competição desportiva.",Só no ano que vem irei inscrever-me para o vestibular.,EU INSCREVER VESTIBULAR SÓ ANO OUTRO.,VERBO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/inscreverSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/inscreverSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg20.jpg
INSCRIÇÃO,NENHUM,"Registro, junto à autoridade competente, para participar de uma determinada atividade.",A inscrição para o vestibular fechou. Perdi e fiquei triste.,INSCRIÇÃO VESTIBULAR FECHAR EU PERDER TRISTE.,SUBSTANTIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/inscricaoSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/inscricaoSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg20.jpg
INSERIR,NENHUM,Incluir; acrescentar; anexar como parte de um determinado conteúdo.,"O dicionário de LIBRAS tem poucos sinais, é preciso inserir mais.",DICIONÁRIO LIBRAS SINAl+ POUC@ PRECISAR INSERIR MAIS.,VERBO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/inserirSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/inserirSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg44.jpg
INSETO,ANIMAL/INSETO/PEIXE/AVE,"Animal invertebrado, com o corpo dividido em três regiões: cabeça (onde ficam as antenas), tórax (no qual ficam três pares de patas e as asas), e o abdome.",Eu tenho nojo dos insetos.,EU N-O-J-O BARATA-VÁRI@S.,SUBSTANTIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/insetoSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/insetoSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg32.jpg
INSÍGNIA,NENHUM,Sinal; distintivo; emblema.,Todo policial é obrigado a mostrar a sua insígnia.,POLÍCIA TOD@ OBRIGAD@ MOSTRAR INSÍGNIA.,SUBSTANTIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/insigniaSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/insigniaSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg46a.jpg
INSIGNIFICANTE1,NENHUM,O que nada representa; sem valor; sem importância.,As pessoas reclamaram da insignificante palestra.,PESSOA RECLAMAR PALESTRA INSIGNIFICANTE.,ADJETIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/insignificanteSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/insignificanteSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg64.jpg
INSIGNIFICANTE2,NENHUM,Sem expressão; sem importância.,A casa da vovó fica lá no interior em um lugar insignificante.,CASA VOV@ LÁ INTERIOR LUGAR INSIGNIFICANTE.,ADJETIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/insignificante2Sm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/insignificante2Sm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg22b.jpg
INSISTIR,NENHUM,"Pedir ou reclamar, repetidas vezes, a mesma coisa.",Mamãe insistiu para o papai comprar um carro zero quilômetro.,M-Ã-E INSISTIR P-A-I COMPRAR CARRO 0-KM.,VERBO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/insistirSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/insistirSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg05.jpg
INSÔNIA,NENHUM,Falta de sono; dificuldade para dormir.,"Tive insônia na madrugada de ontem, por causa da minha briga com o namorado.",ONTEM MADRUGADA EU DORMIR CONSEGUIR-NÃO POR-CAUSA BRIGA NAMORAD@.,SUBSTANTIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/insoniaSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/insoniaSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg02.jpg
INSPETOR,PROFISSÃO/TRABALHO,"Aquele que tem a função de vistoriar o desenvolvimento de atividades em escolas, empresas, aeroportos, obras, áreas de lazer e outros locais.",O inspetor trabalha bem.,INSPETOR TRABALHAR BEM.,SUBSTANTIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/inspetorSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/inspetorSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg32.jpg
INSTALAR,NENHUM,Montar; dispor para funcionamento.,Instalei uma memória nova no computador.,COMPUTADOR EU INSTALAR MEMÓRIA NOV@.,VERBO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/instalarSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/instalarSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg44.jpg
INSTINTO,SENTIMENTOS,"Aptidão inata; estímulo ou impulso natural, que leva pessoas e animais a certos atos, sem conhecer sua finalidade.",O instinto do leão e do gato são diferentes: o leão é bravo e come pessoas; o gato não.,DENTRO SENTIMENTO LEÃO GAT@ DIFERENTE LEÃO BRAV@ COMER PESSOA GAT@ NÃO.,SUBSTANTIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/instintoSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/instintoSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg46a.jpg
INSTRUIR,NENHUM,Dar instrução; ensinar; orientar; conduzir.,"Ele instruiu o filho, mas o filho não rejeitou a orientação.","EL@ FILH@ 3sINSTRUIR3s, FILH@ ACEITAR-NÃO CONSELHO.",VERBO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/instruirSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/instruirSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg57.jpg
INSTRUTOR,PROFISSÃO/TRABALHO,"Aquele que usa seus conhecimentos profissionais para educar, orientar, instruir alunos, em escolas, cursos, academias e outras instituições.",Um instrutor precisa ensinar bem e saber tudo sobre a LIBRAS.,INSTRUTOR PRECISAR ENSINAR BEM SABER TUD@ LIBRAS.,SUBSTANTIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/instrutorSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/instrutorSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg38.jpg
INSULTO,NENHUM,Ofensa; despespeito; grosseria.,"A diretora não aceita insultos; se insistir, ela pode expulsar.",DIRETOR@ ACEITAR NÃO INSULTO S-I INSISTIR PODER EXPULSAR.,SUBSTANTIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/insultoSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/insultoSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg08a.jpg
INTEGRAÇÃO,NENHUM,Processo de integrar-se; incorporação.,A palestra é importante para divulgar a integração de surdos com ouvintes.,PALESTRA IMPORTANTE INTEGRAÇÃO SURD@ OUVINTE DIVULGAR.,SUBSTANTIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/integracaoSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/integracaoSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg33.jpg
INTEGRAR,NENHUM,Compor; complementar; unir.,O Mercosul vai integrar a América do Sul.,M-E-R-C-O-S-U-L INTEGRAR AMÉRICA-DO-SUL.,VERBO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/integrarSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/integrarSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg33.jpg
INTEIRO,NUMERAL/DINHEIRO,Completo; com todas as partes.,Comi um bolo inteiro e foi gostoso.,B-O-L-O EU COMER INTEIR@ GOSTOS@.,ADJETIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/inteiroSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/inteiroSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg57.jpg
INTELECTUAL,NENHUM,Aquele que se dedica ao estudo; pessoa com grande cultura literária.,"No Brasil, no período da ditadura, muitos intelectuais foram expulsos.",BRASIL GENERAL^OBRIGAR PESSOA PENSAMENTO^ALT@ MUIT@ EXPULSAR.,SUBSTANTIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/intelectualSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/intelectualSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg15.jpg
INTELIGENTE,NENHUM,"Aquele que tem a faculdade de entender, pensar, raciocinar e interpretar; pessoa de grande compreensão e profundo conhecimento.",Minha filha é muito inteligente e esperta.,ME@ FILH@ INTELIGENTEmuito ESPERT@.,ADJETIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/inteligenteSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/inteligenteSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg31.jpg
INTENÇÃO,NENHUM,Intento; pensamento; propósito.,"Com certeza, ele teve intenção de colocar o vírus no computador.",EL@ INTENÇÃO V-Í-R-U-S COLOCAR COMPUTADOR CERTEZA.,SUBSTANTIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/intencaoSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/intencaoSm_Prog001.jpg,UNAVAILABLE
INTERCÂMBIO,NENHUM,"Troca de experiências, conhecimentos e informações.",É importante que os surdos do Brasil tenham intercâmbio com outros países.,IMPORTANTE SURD@ BRASIL INTERCÂMBIO OUTR@ PAÍS.,SUBSTANTIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/interc%C3%A2mbioSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/interc%C3%A2mbioSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg05.jpg
INTERESSANTE,NENHUM,Motivador; estimulante; que prende a atenção.,Seu trabalho é bom e interessante.,TRABALHO SE@ INTERESSANTE BO@!,ADJETIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/interessanteSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/interessanteSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg51b.jpg
INTERESSAR,NENHUM,Manifestar ou provocar interesse; motivar; estimular.,Você se interessa por um curso de informática?,VOCÊ INTERESSAR CURSO INFORMÁTICA?,VERBO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/interessarSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/interessarSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg18a.jpg
INTERESSE,SENTIMENTOS,Sentimento que acompanha a atenção dirigida para um determinado conteúdo; vontade de conhecer ou fazer; estímulo.,Eu tenho interesse em trabalhar na pesquisa do dicionário.,EU INTERESSE TRABALHAR DICIONÁRIO PESQUISA.,SUBSTANTIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/interesseSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/interesseSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg18a.jpg
INTERFERÊNCIA,NENHUM,Intromissão; intervenção; quebra de continuidade.,A diretoria não gosta da interferência durante a reunião.,REUNIÃO DIRETORIA GOSTAR-NÃO INTERFERÊNCIA.,SUBSTANTIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/interferenciaSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/interferenciaSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg62.jpg
INTERFERIR,NENHUM,Intrometer; intervir; dar palpites.,Não quero interferir na briga de namorados.,"BRIGA NAMORAD@, QUERER-NÃO INTERFERIR.",VERBO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/interferirSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/interferirSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg62.jpg
INTERINO,PROFISSÃO/TRABALHO,Substituto temporário de outra pessoa; quem desenvolve um trabalho provisório.,A fábrica contratou cinco pessoas para trabalhar como interinos somente oito meses.,FÁBRICA CONTRATAR 5 PESSOA TRABALHAR INTERIN@ SOMENTE 8 MÊS.,ADJETIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/interinoSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/interinoSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg32.jpg
INTERIOR1,NENHUM,O que está do lado de dentro; interno.,"O lado de fora da minha casa é feio, mas o interior é bonito.","CASA ME@ FORA FEI@, INTERIOR BONIT@.",ADJETIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/interior1Sm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/interior1Sm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg44.jpg
INTERIOR2,PAÍS/ESTADO/CIDADE,"Toda a região de um estado, exceto sua capital e as cidades maiores.","O interior é bom e tranqüilo, combina com férias.",INTERIOR BO@ TRANQÜILO COMBINAR FÉRIAS.,SUBSTANTIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/interior2Sm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/interior2Sm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg14.jpg
INTERNACIONAL,NENHUM,O que diz respeito a várias nações; de interesse de várias nações.,O INES vai organizar um encontro internacional de surdos.,INES V-A-I ORGANIZAR ENCONTRO SURD@ INTERNACIONAL.,ADJETIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/internacionalSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/internacionalSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg47.jpg
INTERNAR,NENHUM,"Colocar alguém em hospital, escola, pensionato ou clínica, para receber cuidados, instrução, tratamento ou outro tipo de atendimento.",Minha colega passou mal e se internou no hospital.,ME@ COLEGA M-A-L INTERNAR HOSPITAL.,VERBO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/internarSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/internarSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg24.jpg
INTERNATO,NENHUM,"Acomodação oferecida a alunos de um colégio, idosos, crianças ou outros grupos de pessoas, por determinadas instituições.","Antigamente as escola para surdos eram internatos, agora não tem mais.",ANTIGAMENTE CASA^ESTUDO SURDO INTERNATO AGORA TER-NÃO.,SUBSTANTIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/internatoSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/internatoSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg32.jpg
INTERNET,NENHUM,"Rede de computadores multicêntrica, pública e de âmbito internacional, que possibilita a transmissão de dados e tem funções de correio eletrônico para usuários em todo o mundo.",Os surdos sempre batem papo na Internet.,SURD@ INTERNET SEMPRE BATER-PAPO.,SUBSTANTIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/internetSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/internetSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg38.jpg
INTERPRETAÇÃO,NENHUM,"Tradução, versão ou explicação de textos em língua estrangeira ou de sinais.",Aquele homem fez uma perfeita interpretação de inglês para português.,AQUEL@ HOMEM INTERPRETAÇÃO INGLÊS PORTUGUÊS PERFEIT@.,SUBSTANTIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/interpretacaoSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/interpretacaoSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg63.jpg
INTERPRETAR,NENHUM,Explicar o sentido de textos em língua estrangeira ou de sinais.,Eu interpretei em LIBRAS e somente os surdos entenderam.,EU INTERPRETAR LIBRAS SÓ SURD@ ENTENDER.,VERBO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/interpretarSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/interpretarSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg63.jpg
INTÉRPRETE,PROFISSÃO/TRABALHO,Pessoa que desempenha a função de tradutor para quem fala línguas diferentes.,"O médico precisa de um intérprete, porque não consegue entender o surdo se comunicando em LIBRAS.",MÉDIC@ PRECISAR INTÉRPRETE PORQUE ENTENDER-NÃO SURD@ LIBRAS.,SUBSTANTIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/interpreteSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/interpreteSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg63.jpg
INTERROMPER,NENHUM,Cortar um diálogo; romper a continuidade de um trabalho ou atividade.,"Eu estava conversando com a professora e um aluno, sem educação, interrompeu.",EU PROFESSOR@ CONVERSAR A-L-U-N-@ INTERROMPER EDUCAÇÃO TER-NÃO.,VERBO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/interromperSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/interromperSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg32.jpg
INTERRUPTOR,APARELHO/MÁQUINA,"Dispositivo que serve para interromper ou dar continuidade a um circuito elétrico, possibilitando que sejam ligados ou desligados motores, lâmpadas e outros aparelhos.",O interruptor da minha casa quebrou e eu preciso comprar um novo.,ME@ CASA INTERRUPTOR QUEBRAR PRECISAR COMPRAR OUTR@ NOV@.,SUBSTANTIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/interruptorSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/interruptorSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg07.jpg
INTERVALO,NENHUM,Espaço de tempo livre entre uma aula e outra.,Você sabe a hora do intervalo do curso de Libras?,VOCÊ SABER CURSO LIBRAS INTERVALO HORA?,SUBSTANTIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/intervaloSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/intervaloSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg63.jpg
INTERVIR,NENHUM,Interferir; interromper.,"Eu estava conversando com uma garota e quase estava conseguindo namorar com ela, mas você interveio e atrapalhou.",EU CONVERSAR MULHER QUASE NAMORAR VOCÊ INTERVIR ATRAPALHAR.,VERBO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/intervirSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/intervirSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg62.jpg
