word,subject,interpretation,example_portuguese_sentence,example_libras_sentence,grammar_class,word_origin,video_link,image_link,hand_image_link
PAÍS,PAÍS/ESTADO/CIDADE,"Território habitado por uma coletividade com laços históricos, geográficos, culturais, econômicos e lingüísticos comuns; nação.",Em que país você nasceu?,VOCÊ NASCER PAÍS ONDE?,SUBSTANTIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/paisSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/paisSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg11.jpg
PAISAGEM,PLANTA/FLOR/NATUREZA,Local de contemplação; espaço territorial de agradável visualização.,As pessoas gostam de ver a paisagem tão linda no Corcovado!,PESSOA GOSTARmuitO VER CORCOVADO PAISAGEM BONIT@muitO!,SUBSTANTIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/paisagemSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/paisagemSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg64.jpg
PAIXÃO,SENTIMENTOS,Amor extremado; sentimento levado a um alto grau de intensidade.,Eu já sofri muito com paixão!,EU JÁ PAIXÃO SOFRERmuito!,SUBSTANTIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/paixaoSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/paixaoSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg02.jpg
PALADAR,NENHUM,"Um dos cinco sentidos, pelo qual se percebe o sabor de tudo que chega à boca.","Eu experimentei este doce, o paladar é gostoso.",EST@ DOCE EU EXPERIMENTAR JÁ PALADAR GOSTOS@!,SUBSTANTIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/paladarSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/paladarSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg14.jpg
PALAVRA,NENHUM,"Unidade mínima de uma língua, com som e significado; vocábulo.",É normal que as crianças falem as palavras errado.,CRIANÇA+ FALAR PALAVRA ERRAD@ NORMAL.,SUBSTANTIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/palavraSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/palavraSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg18a.jpg
PALAVRÃO,NENHUM,Palavra grosseira ou obscena; linguagem chula.,O vizinho fala palavrões horríveis a toda hora.,1s VER 3s VIZINH@ EL@ FALARmuito PALAVRÃO TOD@-HORA HORRÍVEL.,SUBSTANTIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/palavraoSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/palavraoSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg14.jpg
PALCO,ESPORTE/DIVERSÃO,Tablado ou estrado destinado a apresentações artísticas.,O palco do teatro é grande.,TEATRO coisa plana PESSOA^EM-PÉ GRANDE.,SUBSTANTIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/palcoSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/palcoSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg24.jpg
PALESTRA,NENHUM,"Preleção; exposição sobre assunto de interesse cultural, artístico ou científico para determinado público.",Eu gostei muito da palestra sobre a cultura surda no Brasil.,EU GOSTARmuito PALESTRA SURD@ CULTURA BRASIL.,SUBSTANTIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/palestraSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/palestraSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg64.jpg
PALESTRAR,NENHUM,Fazer uma palestra; expor idéias para um determinado público.,A professora de Linguística vai palestrar sobre a gramática da LIBRAS.,PROFESSOR@ LINGÜÍSTICA PALESTRAR SOBRE LIBRAS GRAMÁTICA.,VERBO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/palestrarSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/palestrarSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg64.jpg
PALETÓ,VESTUÁRIO/COMPLEMENTOS,"Casaco masculino, cujo comprimento vai aproximadamente até a altura dos quadris. Tem bolsos internos e externos e mangas compridas.",Todos os dias os homens trabalham de paletó e gravata.,HOMEM TOD@-DIA TRABALHAR PALETÓ GRAVATA.,SUBSTANTIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/paletoSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/paletoSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg01.jpg
PALHA,MATÉRIA/SUBSTÂNCIA,"Haste seca do milho e de outros cereais, despojada dos grãos, usada na indústria ou como forragem.","Nas praias do nordeste, os quiosques de palha são lindos.",N-O-R-D-E-S-T-E PRAIA QUIOSQUE PALHA BONIT@muito.,SUBSTANTIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/palhaSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/palhaSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg47.jpg
PALHAÇADA,NENHUM,Ato ou comportamento de palhaço; cena ridícula.,"Ela marcou um encontro comigo mas faltou, achei uma palhaçada ficar esperando à-toa.",EL@ MARCAR EU ENCONTRAR HOJE FALTAR EU PALHAÇAD@ ESPERAR À-TOA.,SUBSTANTIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/palhacadaSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/palhacadaSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg45.jpg
PALHAÇO,PROFISSÃO/TRABALHO,"Artista que trabalha no circo e faz graça para divertir o público, com roupas extravagantes.","Na festa no próximo sábado em minha casa, terá palhaço.",PRÓXIMO SÁBADO FESTA CASA ME@ TER PALHAÇO.,SUBSTANTIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/palhacoSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/palhacoSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg45.jpg
PÁLIDO,NENHUM,Sem cor; descorado; de cor pouco viva.,"Ela está doente, com a cara pálida.",EL@ CARA DOENTE PÁLID@.,ADJETIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/palidoSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/palidoSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg52.jpg
PALITO,HIGIENE/SAÚDE,Pequenina haste de madeira usada para limpar os dentes.,"Não use palito na frente das pessoas, é feio!",PESSOA USAR-PALITO FRENTE PESSOA OUTR@ NÃO FEI@!,SUBSTANTIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/palitoSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/palitoSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg20.jpg
PALMA1,NENHUM,"Ato de bater a palma de uma das mãos contra a outra, para aplaudir ou chamar a atenção.",O povo brasileiro bateu palmas na hora da posse do novo presidente Lula.,PESSOA BRASIL BATER-PALMAS PRESIDENTE L-U-L-A POSSE NOV@.,SUBSTANTIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/palma1Sm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/palma1Sm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg63.jpg
PALMA2,CORPO,A parte interna da mão.,Os ouvintes e os surdos batem palmas diferente.,OUVINTE BATER-PALMA SURD@ MÃO-PALMA DIFERENTE.,SUBSTANTIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/palma2Sm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/palma2Sm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg64.jpg
PALMAS,PAÍS/ESTADO/CIDADE,"É a capital do Estado de Tocantins, situada na região norte do país.",A capital de Palmas é o Estado de Tocantins.,ESTADO TOCANTINS CAPITAL PALMAS.,SUBSTANTIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/palmas3Sm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/palmas3Sm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg63.jpg
PALMITO,LEGUME/VERDURA,"Parte terminal do caule da palmeira palmital, em geral comestível.",Lembrei agora que preciso comprar um vidro de palmito para fazer a salada para almoçar com minha família no domingo próximo.,AGORA EU LEMBRAR PRECISAR COMPRAR 1 LATA^VIDRO PALMITO FAZER SALADA DOMINGO DEPOIS FAMÍLIA JUNTO ALMOÇAR.,SUBSTANTIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/palmitoSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/palmitoSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg63.jpg
PÁLPEBRA,CORPO,"As duas pregas móveis, superior e inferior, dotadas de cílios, que protegem a superfície de cada olho.",Vou pintar da cor azul nas pálpebras.,EU PINTAR-LÁPIS PÁLPEBRAS COR AZUL.,SUBSTANTIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/palpebraSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/palpebraSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg14.jpg
PALPITAR1,NENHUM,Expressão que define as batidas desordenadas do coração.,Eu quase fui atropelada e o meu coração palpitou!,EU ATROPELAD@ QUASE CORAÇÃO-PALPITAR.,VERBO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/palpitar1Sm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/palpitar1Sm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg02.jpg
PALPITAR2,NENHUM,Tremer; agitar; piscar.,Ela sempre palpita seus olhos.,EL@ PALPITAR-OLHO SEMPRE.,VERBO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/palpitar2Sm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/palpitar2Sm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg20.jpg
PALPITE,NENHUM,Intuição; pressentimento; suspeita.,Você tem um palpite sobre quem vai ganhar o jogo Flamengo e Vasco?,FLAMENGO VASCO VOCÊ PALPITE GANHAR Q-U-M?,SUBSTANTIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/palpiteSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/palpiteSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg49.jpg
PANCADA,NENHUM,"Golpe; agressão física por meio de quedas, socos, batidas ou golpes.",Eu levei uma pancada na perna porque não vi uma caixa na rua.,PÉ-PANCADA CAIXA R-U-A VER-NÃO.,SUBSTANTIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/pancadaSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/pancadaSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg53a.jpg
PANDA,ANIMAL/INSETO/PEIXE/AVE,Mamífero carnívoro proveniente do Himalaia (o panda pequeno) e do Tibete (o panda grande).,Você só poderá ver o panda no Jardim Zoológico.,PANDA TER S-Ó LÁ Z-O-O.,SUBSTANTIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/pandaSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/pandaSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg18a.jpg
PANE,TRANPORTE/VEÍCULO,"Defeito que provoca a parada do motor do avião, do carro ou da motocicleta.",O avião sofreu uma pane e eu tive que esperar.,AVIÃO PANE PROBLEMA+ EU ESPERAR.,SUBSTANTIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/pane1Sm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/pane1Sm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg07.jpg
PANELA,CASA,"Peça de barro, ferro, alumínio ou outros materiais, usada para cozinhar alimentos.",A minha panela está muito velha e vou comprar nova.,PANELA ME@ VELH@muito EU COMPRAR NOV@.,SUBSTANTIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/panelaSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/panelaSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg05.jpg
PANO1,CASA,"Retângulo de tecido de algodão ou de outro material absorvente, usado para limpar e enxugar o chão.",Não esqueça de comprar o pano de chão no supermercado.,VOCÊ ESQUECER NÃO COMPRAR SUPERMERCADO PANO LIMPAR-CHÃO.,SUBSTANTIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/pano1Sm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/pano1Sm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg05.jpg
PANO2,CASA,Retãngulo de tecido utilizado para secar pratos e outros utensílios de cozinha.,Eu fui à loja na cidade comprar pano de prato.,EU IR CIDADE L-O-J-A COMPRAR PANO LAVAR-PRATO.,SUBSTANTIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/pano2Sm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/pano2Sm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg21.jpg
PANO3,NENHUM,"Tecido vendido à metro, para fazer roupas de uso pessoal, de cama, mesa e para outros fins.",Já comprei três metros do pano que você me pediu!,3sPEDIR1s PANO EU COMPRAR JÁ 3 METRO.,SUBSTANTIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/pano3Sm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/pano3Sm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg21.jpg
PANQUECA,ALIMENTO/BEBIDA,"Preparação de massa com farinha de trigo, leite e ovos, frita e enrolada com um recheio.",Quero aprender como fazer panqueca.,EU QUERER APRENDER FAZER PANQUECA.,SUBSTANTIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/panquecaSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/panquecaSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg14.jpg
PÃO,ALIMENTO/BEBIDA,"Alimento à base de farinha de trigo (ou outros cereais), água e fermento, assado no forno.",Ontem fui à padaria comprar pão e levei um susto com o aumento do preço!,ONTEM EU IR PADARIA COMPRAR PÃO EU SUSTO PREÇO AUMENTAR.,SUBSTANTIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/paoSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/paoSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg05.jpg
PÃO-DURO,NUMERAL/DINHEIRO,Sovina; econômico; que não gosta de gastar.,O meu chefe é pão-duro e não quer gastar dinheiro!,CHEFE ME@ PÃO-DURO DINHEIRO GASTAR QUERER-NÃO!,ADJETIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/pao-duroSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/pao-duroSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg02.jpg
PAPA,NENHUM,Autoridade maior da Igreja Católica; o sumo pontífice; o chefe da Igreja Católica.,Tenho vontade de viajar à Itália para conhecer conhecer o Papa .,VONTADE VIAJAR ITÁLIA CONHECER PAPA.,SUBSTANTIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/papaSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/papaSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg63.jpg
PAPAGAIO,ANIMAL/INSETO/PEIXE/AVE,Ave famosa pela imitação da voz humana.,Minha casa tem um papagaio.,CASA ME@ TER PAPAGAIO 1.,SUBSTANTIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/papagaioSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/papagaioSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg32.jpg
PAPAR,NENHUM,Forma de dizer que está na hora da alimentação da criança.,Está na hora de papar!,AGORA PAPAR!,VERBO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/paparSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/paparSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg53a.jpg
PAPEL,MATÉRIA/SUBSTÂNCIA,"Material fino e flexível, usado para escrever, imprimir, desenhar, embrulhar e outros fins.",Onde tem papel branco?,TER PAPEL BRANC@ ONDE?,SUBSTANTIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/papelSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/papelSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg08a.jpg
PAPEL HIGIÊNICO,HIGIENE/SAÚDE,"Papel fino, disposto em rolo, usado na limpeza do corpo depois de evacuar ou urinar.",Tem papel higiênico no banheiro?,BANHEIRO TER PAPEL^FEZES?,SUBSTANTIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/papel-higienicoSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/papel-higienicoSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg01.jpg
PAPELADA,NENHUM,Conjunto de documentos; os papéis que compõem os processos.,Fui ao escritório de advogado e vi a papelada do processo.,EU IR ADVOGAD@ TRABALHO 1s VER 3s PAPELADA.,SUBSTANTIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/papeladaSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/papeladaSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg08a.jpg
PAPELÃO,NENHUM,"Papel duro e encorpado, próprio para a fabricação de embalagens.",Vou procurar uma caixa de papelão e colocarei livros para mudar.,EU PROCURAR CAIXA PAPEL^GROSSO LIVRO coisa-planaCOLOCAR.,SUBSTANTIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/papelaoSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/papelaoSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg08a.jpg
PAPELARIA,NENHUM,"Loja em que são vendidos diversos tipos de papel, cadernos, lápis e outros artigos escolares e de escritório.",Fui à papelaria comprar uma caneta vermelha.,EU IR PAPELARIA L-O-J-A COMPRAR CANETA VERMELH@.,SUBSTANTIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/papelariaSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/papelariaSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg08a.jpg
PAPO1,ESPORTE/DIVERSÃO,Conversa descontraída; prosa.,Vou chamar meus amigos para bater papo na minha casa.,2s CHAMAR 3s AMIG@ SE@ BATER-PAPO CASA ME@.,SUBSTANTIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/papo1Sm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/papo1Sm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg63.jpg
